probe_id	symbol	gene_id
ILMN_1749011		55707
ILMN_1749014		47
ILMN_1749026		3938
ILMN_1749032		90993
ILMN_1749034		83698
ILMN_1749044		81607
ILMN_1749047		203076
ILMN_1749054		196993
ILMN_1749068		349196
ILMN_1749070		3115
ILMN_1749071		149111
ILMN_1749073		340543
ILMN_1749077		79608
ILMN_1749078		7077
ILMN_1749081		26053
ILMN_1749083		284123
ILMN_1749096		10017
ILMN_1749108		132243
ILMN_1749109		5660
ILMN_1749114		5009
ILMN_1749115		6253
ILMN_1749118		51806
ILMN_1749131		5169
ILMN_1749150		59350
ILMN_1749168		81392
ILMN_1749177		79825
ILMN_1749180		54845
ILMN_1749210		84811
ILMN_1749213		23753
ILMN_1749218		10210
ILMN_1749234		399670
ILMN_1749239		9209
ILMN_1749243		8815
ILMN_1749244		57149
ILMN_1749253		51174
ILMN_1749266		388550
ILMN_1749287		10333
ILMN_1749297		86
ILMN_1749317		339457
ILMN_1749324		1807
ILMN_1749327		5603
ILMN_1749338		147463
ILMN_1749341		554226
ILMN_1749342		79692
ILMN_1749343		91584
ILMN_1749345		6811
ILMN_1749362		940
ILMN_1749368		8357
ILMN_1749372		2687
ILMN_1749375		25816
ILMN_1749376		199953
ILMN_1749379		50614
ILMN_1749396		51599
ILMN_1749398		259239
ILMN_1749402		27091
ILMN_1749403		340348
ILMN_1749405		57179
ILMN_1749409		3137
ILMN_1749410		8502
ILMN_1749414		79160
ILMN_1749415		3758
ILMN_1749417		7274
ILMN_1749419		51422
ILMN_1749424		728039
ILMN_1749429		203430
ILMN_1749432		64983
ILMN_1749447		6203
ILMN_1749448		11146
ILMN_1749466		57687
ILMN_1749478		85012
ILMN_1749493		105
ILMN_1749502		7762
ILMN_1749515		23436
ILMN_1749516		338661
ILMN_1749521		55508
ILMN_1749540		282996
ILMN_1749546		441056
ILMN_1749553		954
ILMN_1749575		1581
ILMN_1749579		5314
ILMN_1749583		27153
ILMN_1749586		286101
ILMN_1749591		3683
ILMN_1749606		197320
ILMN_1749612		196294
ILMN_1749629		8454
ILMN_1749634		5356
ILMN_1749636		79962
ILMN_1749639		9659
ILMN_1749641		26273
ILMN_1749653		53336
ILMN_1749662		2876
ILMN_1749667		84033
ILMN_1749675		7479
ILMN_1749676		55425
ILMN_1749709		54539
ILMN_1749722		57674
ILMN_1749738		63941
ILMN_1749744		284948
ILMN_1749751		339451
ILMN_1749752		54433
ILMN_1749776		731275
ILMN_1749789		3007
ILMN_1749792		10580
ILMN_1749799		79366
ILMN_1749804		122622
ILMN_1749809		126017
ILMN_1749821		80306
ILMN_1749822		643432
ILMN_1749827		93034
ILMN_1749829		9787
ILMN_1749834		388588
ILMN_1749838		7593
ILMN_1749846		4958
ILMN_1749848		222553
ILMN_1749866		2626
ILMN_1749868		221061
ILMN_1749875		728715
ILMN_1749878		79843
ILMN_1749882		6801
ILMN_1749892		54583
ILMN_1749907		643180
ILMN_1749915		57035
ILMN_1749930		55706
ILMN_1749944		22839
ILMN_1749960		149297
ILMN_1749962		4685
ILMN_1749982		83446
ILMN_1749989		440051
ILMN_1749996		3781
ILMN_1750003		131450
ILMN_1750008		6832
ILMN_1750011		23265
ILMN_1750018		80343
ILMN_1750029		2551
ILMN_1750044		9326
ILMN_1750049		1911
ILMN_1750051		139285
ILMN_1750052		8602
ILMN_1750062		10891
ILMN_1750075		9988
ILMN_1750079		5814
ILMN_1750088		7444
ILMN_1750092		51091
ILMN_1750097		149461
ILMN_1750100		347688
ILMN_1750101		6282
ILMN_1750102		146956
ILMN_1750130		2935
ILMN_1750144		51244
ILMN_1750145		7532
ILMN_1750153		23538
ILMN_1750158		51
ILMN_1750160		79072
ILMN_1750167		80742
ILMN_1750180		3018
ILMN_1750181		54997
ILMN_1750188		27040
ILMN_1750225		80177
ILMN_1750234		5645
ILMN_1750235		178
ILMN_1750240		5784
ILMN_1750246		22890
ILMN_1750250		26154
ILMN_1750256		57679
ILMN_1750262		645079
ILMN_1750271		4336
ILMN_1750273		118433
ILMN_1750278		2495
ILMN_1750288		100509378
ILMN_1750294		8756
ILMN_1750295		51802
ILMN_1750299		493812
ILMN_1750312		123264
ILMN_1750321		9881
ILMN_1750324		3488
ILMN_1750325		10868
ILMN_1750330		143503
ILMN_1750337		114824
ILMN_1750338		254427
ILMN_1750352		113146
ILMN_1750365		359710
ILMN_1750368		642946
ILMN_1750373		3730
ILMN_1750376		54661
ILMN_1750386		4878
ILMN_1750394		25800
ILMN_1750395		8932
ILMN_1750400		55337
ILMN_1750401		79415
ILMN_1750409		9367
ILMN_1750413		26032
ILMN_1750429		8569
ILMN_1750447		342096
ILMN_1750457		10795
ILMN_1750459		375248
ILMN_1750469		114131
ILMN_1750488		84100
ILMN_1750496		7704
ILMN_1750497		338442
ILMN_1750507		6133
ILMN_1750508		3925
ILMN_1750510		504191
ILMN_1750511		115024
ILMN_1750518		10189
ILMN_1750521		7352
ILMN_1750549		55361
ILMN_1750563		51148
ILMN_1750596		23059
ILMN_1750599		490
ILMN_1750601		643201
ILMN_1750624		6258
ILMN_1750625		343637
ILMN_1750633		54768
ILMN_1750636		6231
ILMN_1750641		10847
ILMN_1750658		10456
ILMN_1750661		84261
ILMN_1750664		9374
ILMN_1750674		113675
ILMN_1750678		91937
ILMN_1750689		64398
ILMN_1750690		23647
ILMN_1750693		6745
ILMN_1750706		55079
ILMN_1750711		80179
ILMN_1750718		26058
ILMN_1750722		6201
ILMN_1750748		644945
ILMN_1750761		9437
ILMN_1750785		84958
ILMN_1750790		2949
ILMN_1750792		55697
ILMN_1750800		48
ILMN_1750805		257106
ILMN_1750821		676
ILMN_1750850		43847
ILMN_1750859		54714
ILMN_1750861		5371
ILMN_1750864		51199
ILMN_1750876		22950
ILMN_1750880		196394
ILMN_1750885		644100
ILMN_1750895		139081
ILMN_1750896		55014
ILMN_1750901		2779
ILMN_1750902		57151
ILMN_1750912		29091
ILMN_1750940		114798
ILMN_1750941		1748
ILMN_1750961		53346
ILMN_1750967		80317
ILMN_1750969		158293
ILMN_1750974		6280
ILMN_1750981		115286
ILMN_1751016		164832
ILMN_1751020		29993
ILMN_1751028		871
ILMN_1751034		162073
ILMN_1751036		4087
ILMN_1751040		51715
ILMN_1751045		140731
ILMN_1751051		79020
ILMN_1751061		283897
ILMN_1751062		286133
ILMN_1751069		54586
ILMN_1751072		58477
ILMN_1751075		54093
ILMN_1751079		6890
ILMN_1751081		10919
ILMN_1751086		25923
ILMN_1751092		258
ILMN_1751093		574029
ILMN_1751095		342510
ILMN_1751097		64764
ILMN_1751099		79825
ILMN_1751102		279
ILMN_1751120		8365
ILMN_1751127		132625
ILMN_1751135		23163
ILMN_1751141		6002
ILMN_1751143		79161
ILMN_1751147		26168
ILMN_1751149		571
ILMN_1751161		1294
ILMN_1751164		257106
ILMN_1751168		81794
ILMN_1751171		26145
ILMN_1751174		23562
ILMN_1751195		81926
ILMN_1751206		8028
ILMN_1751227		401321
ILMN_1751228		55321
ILMN_1751232		125206
ILMN_1751234		29071
ILMN_1751241		6949
ILMN_1751243		114881
ILMN_1751258		4697
ILMN_1751264		90693
ILMN_1751276		627
ILMN_1751279		114792
ILMN_1751289		54921
ILMN_1751326		221303
ILMN_1751328		286077
ILMN_1751330		10616
ILMN_1751338		55746
ILMN_1751345		1174
ILMN_1751346		2065
ILMN_1751351		647024
ILMN_1751362		79675
ILMN_1751368		3184
ILMN_1751375		10117
ILMN_1751378		5917
ILMN_1751389		100288974
ILMN_1751393		127396
ILMN_1751395		65095
ILMN_1751396		9529
ILMN_1751398		5521
ILMN_1751400		8631
ILMN_1751403		55270
ILMN_1751407		4734
ILMN_1751410		3933
ILMN_1751424		100131910
ILMN_1751425		79956
ILMN_1751431		84305
ILMN_1751432		441639
ILMN_1751439		2018
ILMN_1751444		64151
ILMN_1751445		5539
ILMN_1751452		80762
ILMN_1751453		10060
ILMN_1751460		54738
ILMN_1751463		168448
ILMN_1751464		8744
ILMN_1751465		646
ILMN_1751471		23209
ILMN_1751474		9411
ILMN_1751493		10886
ILMN_1751495		2259
ILMN_1751500		8751
ILMN_1751530		90480
ILMN_1751561		57118
ILMN_1751569		127254
ILMN_1751571		5886
ILMN_1751572		7088
ILMN_1751576		7010
ILMN_1751586		375719
ILMN_1751587		285905
ILMN_1751589		134492
ILMN_1751596		59269
ILMN_1751598		83667
ILMN_1751607		2354
ILMN_1751615		80219
ILMN_1751625		932
ILMN_1751627		27095
ILMN_1751630		126668
ILMN_1751635		83394
ILMN_1751636		124401
ILMN_1751637		5726
ILMN_1751644		3987
ILMN_1751645		390756
ILMN_1751656		8462
ILMN_1751666		26086
ILMN_1751689		1128
ILMN_1751692		7565
ILMN_1751708		9445
ILMN_1751726		6175
ILMN_1751743		7515
ILMN_1751744		126549
ILMN_1751753		3418
ILMN_1751757		23491
ILMN_1751760		10286
ILMN_1751773		10714
ILMN_1751776		150468
ILMN_1751785		10655
ILMN_1751789		3176
ILMN_1751793		80003
ILMN_1751803		84967
ILMN_1751816		28985
ILMN_1751839		864
ILMN_1751851		51816
ILMN_1751861		347731
ILMN_1751868		200132
ILMN_1751871		6794
ILMN_1751882		10002
ILMN_1751885		10149
ILMN_1751886		9985
ILMN_1751887		5550
ILMN_1751897		148811
ILMN_1751898		57102
ILMN_1751901		81615
ILMN_1751904		1910
ILMN_1751911		145873
ILMN_1751943		4311
ILMN_1751956		4259
ILMN_1751958		55695
ILMN_1751963		55063
ILMN_1751969		440292
ILMN_1751975		247
ILMN_1751977		92235
ILMN_1751980		6017
ILMN_1751984		5571
ILMN_1752006		285521
ILMN_1752008		220213
ILMN_1752009		340719
ILMN_1752012		3752
ILMN_1752027		89910
ILMN_1752028		400511
ILMN_1752046		10019
ILMN_1752065		388125
ILMN_1752075		4604
ILMN_1752086		60684
ILMN_1752088		55906
ILMN_1752089		132014
ILMN_1752099		1585
ILMN_1752111		50485
ILMN_1752117		55529
ILMN_1752144		284751
ILMN_1752145		51752
ILMN_1752146		6134
ILMN_1752159		79026
ILMN_1752169		64232
ILMN_1752182		80868
ILMN_1752197		347862
ILMN_1752199		64077
ILMN_1752213		85025
ILMN_1752214		7367
ILMN_1752218		122748
ILMN_1752229		92609
ILMN_1752247		11214
ILMN_1752249		9780
ILMN_1752257		388946
ILMN_1752269		84532
ILMN_1752270		55972
ILMN_1752273		57456
ILMN_1752281		23317
ILMN_1752283		83737
ILMN_1752285		6124
ILMN_1752294		5101
ILMN_1752299		51560
ILMN_1752303		55249
ILMN_1752307		2321
ILMN_1752321		51460
ILMN_1752333		79939
ILMN_1752335		56971
ILMN_1752340		381
ILMN_1752343		220965
ILMN_1752351		3920
ILMN_1752355		219972
ILMN_1752393		220202
ILMN_1752394		57820
ILMN_1752404		9139
ILMN_1752409		27327
ILMN_1752412		3746
ILMN_1752416		55175
ILMN_1752432		23191
ILMN_1752435		9117
ILMN_1752451		1512
ILMN_1752452		1472
ILMN_1752455		80005
ILMN_1752457		54514
ILMN_1752476		79969
ILMN_1752478		9249
ILMN_1752481		1339
ILMN_1752502		80201
ILMN_1752510		10144
ILMN_1752520		91607
ILMN_1752526		255488
ILMN_1752548		388533
ILMN_1752550		64067
ILMN_1752557		4759
ILMN_1752559		64319
ILMN_1752562		6374
ILMN_1752575		84132
ILMN_1752579		535
ILMN_1752582		5869
ILMN_1752589		92703
ILMN_1752591		23484
ILMN_1752592		3126
ILMN_1752622		5629
ILMN_1752631		8545
ILMN_1752639		29957
ILMN_1752647		3821
ILMN_1752648		3347
ILMN_1752658		4804
ILMN_1752662		23440
ILMN_1752665		79767
ILMN_1752668		23500
ILMN_1752669		248
ILMN_1752681		2831
ILMN_1752682		79819
ILMN_1752728		2517
ILMN_1752741		373
ILMN_1752744		128861
ILMN_1752746		646324
ILMN_1752750		4168
ILMN_1752753		8525
ILMN_1752755		7450
ILMN_1752758		10385
ILMN_1752793		10284
ILMN_1752798		731275
ILMN_1752802		81037
ILMN_1752810		55323
ILMN_1752813		54578
ILMN_1752832		728888
ILMN_1752837		55207
ILMN_1752841		83482
ILMN_1752843		2914
ILMN_1752867		54429
ILMN_1752877		5252
ILMN_1752883		100653515
ILMN_1752884		344752
ILMN_1752895		9482
ILMN_1752897		56969
ILMN_1752899		53335
ILMN_1752914		57514
ILMN_1752923		3454
ILMN_1752927		57700
ILMN_1752932		10205
ILMN_1752935		161291
ILMN_1752947		55352
ILMN_1752952		79148
ILMN_1752953		83596
ILMN_1752965		26585
ILMN_1752967		1725
ILMN_1752968		3913
ILMN_1752978		643770
ILMN_1752988		56672
ILMN_1752995		84985
ILMN_1753002		84932
ILMN_1753005		5649
ILMN_1753006		6865
ILMN_1753008		57455
ILMN_1753010		5188
ILMN_1753013		5933
ILMN_1753016		51318
ILMN_1753026		54886
ILMN_1753040		140460
ILMN_1753048		157
ILMN_1753063		56992
ILMN_1753064		79573
ILMN_1753092		64901
ILMN_1753101		79679
ILMN_1753110		10771
ILMN_1753111		10135
ILMN_1753112		921
ILMN_1753122		79648
ILMN_1753129		284525
ILMN_1753131		83893
ILMN_1753135		238
ILMN_1753139		124220
ILMN_1753143		85415
ILMN_1753164		10526
ILMN_1753165		65125
ILMN_1753166		25843
ILMN_1753169		23281
ILMN_1753182		57642
ILMN_1753183		55038
ILMN_1753196		9232
ILMN_1753241		6640
ILMN_1753243		51726
ILMN_1753249		1662
ILMN_1753251		80031
ILMN_1753254		10723
ILMN_1753265		400073
ILMN_1753271		283358
ILMN_1753275		57706
ILMN_1753279		10949
ILMN_1753286		80179
ILMN_1753287		10683
ILMN_1753312		84898
ILMN_1753322		2246
ILMN_1753329		8643
ILMN_1753342		6303
ILMN_1753345		192683
ILMN_1753347		1669
ILMN_1753353		7884
ILMN_1753370		25841
ILMN_1753377		5924
ILMN_1753388		10349
ILMN_1753393		55644
ILMN_1753404		10233
ILMN_1753411		221442
ILMN_1753413		11078
ILMN_1753415		4062
ILMN_1753426		23247
ILMN_1753439		126638
ILMN_1753440		54876
ILMN_1753449		1469
ILMN_1753450		92552
ILMN_1753457		11187
ILMN_1753467		55095
ILMN_1753468		967
ILMN_1753472		285362
ILMN_1753482		55199
ILMN_1753490		282973
ILMN_1753498		80347
ILMN_1753500		94134
ILMN_1753502		152404
ILMN_1753507		84443
ILMN_1753515		63826
ILMN_1753523		9672
ILMN_1753524		8335
ILMN_1753525		56849
ILMN_1753534		6222
ILMN_1753547		6776
ILMN_1753567		26036
ILMN_1753568		151827
ILMN_1753575		2811
ILMN_1753582		6118
ILMN_1753584		3856
ILMN_1753586		64405
ILMN_1753597		79147
ILMN_1753607		56902
ILMN_1753608		23505
ILMN_1753613		3202
ILMN_1753627		22845
ILMN_1753639		4507
ILMN_1753648		84767
ILMN_1753658		168090
ILMN_1753663		10124
ILMN_1753683		30837
ILMN_1753692		647135
ILMN_1753706		1394
ILMN_1753712		8677
ILMN_1753716		1967
ILMN_1753719		2958
ILMN_1753729		3827
ILMN_1753737		142686
ILMN_1753745		51020
ILMN_1753755		8704
ILMN_1753758		246778
ILMN_1753773		51529
ILMN_1753782		10781
ILMN_1753789		63923
ILMN_1753790		8882
ILMN_1753795		122809
ILMN_1753805		25865
ILMN_1753823		53342
ILMN_1753830		2118
ILMN_1753856		55628
ILMN_1753862		6729
ILMN_1753868		388468
ILMN_1753877		255275
ILMN_1753884		392309
ILMN_1753885		54915
ILMN_1753890		90410
ILMN_1753892		100506562
ILMN_1753903		29071
ILMN_1753910		83690
ILMN_1753912		83451
ILMN_1753913		79971
ILMN_1753931		1036
ILMN_1753933		389658
ILMN_1753950		284695
ILMN_1753954		10562
ILMN_1753973		619207
ILMN_1753975		27020
ILMN_1753980		114659
ILMN_1754002		27177
ILMN_1754009		386685
ILMN_1754017		55345
ILMN_1754018		9758
ILMN_1754032		144817
ILMN_1754042		400955
ILMN_1754045		55120
ILMN_1754048		131377
ILMN_1754051		80010
ILMN_1754053		142680
ILMN_1754055		116519
ILMN_1754062		57673
ILMN_1754076		55799
ILMN_1754078		164633
ILMN_1754102		7050
ILMN_1754103		5010
ILMN_1754105		65009
ILMN_1754114		90024
ILMN_1754121		1445
ILMN_1754126		400745
ILMN_1754130		84851
ILMN_1754132		400624
ILMN_1754137		3078
ILMN_1754145		4076
ILMN_1754149		25875
ILMN_1754156		402483
ILMN_1754163		168400
ILMN_1754178		2665
ILMN_1754179		8906
ILMN_1754187		63948
ILMN_1754195		6160
ILMN_1754199		9275
ILMN_1754207		10761
ILMN_1754211		64421
ILMN_1754220		8175
ILMN_1754233		3688
ILMN_1754234		10771
ILMN_1754235		51006
ILMN_1754241		254528
ILMN_1754244		4626
ILMN_1754247		6519
ILMN_1754260		55999
ILMN_1754262		6536
ILMN_1754266		56956
ILMN_1754272		64785
ILMN_1754279		55294
ILMN_1754303		6156
ILMN_1754304		154007
ILMN_1754312		127707
ILMN_1754315		166785
ILMN_1754332		85389
ILMN_1754364		1357
ILMN_1754370		26206
ILMN_1754400		84153
ILMN_1754410		254013
ILMN_1754421		51103
ILMN_1754423		285343
ILMN_1754438		6677
ILMN_1754440		114
ILMN_1754441		390205
ILMN_1754468		8787
ILMN_1754476		89870
ILMN_1754489		84961
ILMN_1754491		389434
ILMN_1754501		339804
ILMN_1754507		3662
ILMN_1754510		9038
ILMN_1754517		284551
ILMN_1754521		4087
ILMN_1754529		6687
ILMN_1754531		23431
ILMN_1754532		6059
ILMN_1754538		84293
ILMN_1754541		4610
ILMN_1754547		23518
ILMN_1754553		219541
ILMN_1754555		136306
ILMN_1754558		376132
ILMN_1754562		9828
ILMN_1754570		386617
ILMN_1754576		286887
ILMN_1754579		23224
ILMN_1754580		22844
ILMN_1754592		128178
ILMN_1754600		54874
ILMN_1754643		8220
ILMN_1754655		23093
ILMN_1754656		140290
ILMN_1754660		219654
ILMN_1754678		400682
ILMN_1754708		10188
ILMN_1754716		3036
ILMN_1754738		8907
ILMN_1754746		85417
ILMN_1754752		54805
ILMN_1754753		3570
ILMN_1754757		6339
ILMN_1754788		51292
ILMN_1754795		2195
ILMN_1754798		8844
ILMN_1754811		81545
ILMN_1754815		64211
ILMN_1754827		201255
ILMN_1754839		1665
ILMN_1754841		400728
ILMN_1754842		22839
ILMN_1754846		391192
ILMN_1754848		80110
ILMN_1754858		23178
ILMN_1754860		6183
ILMN_1754864		83733
ILMN_1754865		8761
ILMN_1754880		400322
ILMN_1754894		128346
ILMN_1754912		2733
ILMN_1754913		126248
ILMN_1754920		352999
ILMN_1754921		163933
ILMN_1754929		128372
ILMN_1754943		4643
ILMN_1754947		23216
ILMN_1754956		4253
ILMN_1754969		29995
ILMN_1754983		643962
ILMN_1754988		29104
ILMN_1754990		6233
ILMN_1755004		9301
ILMN_1755016		65012
ILMN_1755023		10111
ILMN_1755024		9641
ILMN_1755027		126205
ILMN_1755033		222950
ILMN_1755041		27068
ILMN_1755047		79442
ILMN_1755051		114327
ILMN_1755075		3422
ILMN_1755076		497049
ILMN_1755077		23593
ILMN_1755111		221264
ILMN_1755114		440275
ILMN_1755115		9349
ILMN_1755120		10905
ILMN_1755124		121599
ILMN_1755134		3308
ILMN_1755138		284086
ILMN_1755158		7093
ILMN_1755173		57664
ILMN_1755179		285671
ILMN_1755203		8029
ILMN_1755215		389432
ILMN_1755221		81562
ILMN_1755222		79886
ILMN_1755224		284114
ILMN_1755234		54961
ILMN_1755235		23214
ILMN_1755251		3697
ILMN_1755281		201456
ILMN_1755290		9859
ILMN_1755303		7764
ILMN_1755318		8331
ILMN_1755321		8086
ILMN_1755335		374877
ILMN_1755350		55124
ILMN_1755352		7275
ILMN_1755354		51087
ILMN_1755364		5898
ILMN_1755369		5864
ILMN_1755383		55227
ILMN_1755391		23568
ILMN_1755392		405754
ILMN_1755405		27315
ILMN_1755411		5939
ILMN_1755414		283422
ILMN_1755415		154075
ILMN_1755419		1964
ILMN_1755423		171558
ILMN_1755428		9478
ILMN_1755462		56886
ILMN_1755487		23331
ILMN_1755502		9099
ILMN_1755504		10241
ILMN_1755506		317662
ILMN_1755507		7407
ILMN_1755514		389834
ILMN_1755519		439934
ILMN_1755531		9196
ILMN_1755535		1956
ILMN_1755536		5204
ILMN_1755537		9086
ILMN_1755547		26257
ILMN_1755548		3098
ILMN_1755571		6861
ILMN_1755582		27344
ILMN_1755588		256949
ILMN_1755589		57609
ILMN_1755620		389792
ILMN_1755631		8838
ILMN_1755638		54457
ILMN_1755643		11320
ILMN_1755649		9121
ILMN_1755657		54922
ILMN_1755658		51225
ILMN_1755664		6231
ILMN_1755674		10876
ILMN_1755677		51016
ILMN_1755694		4062
ILMN_1755698		652972
ILMN_1755704		5545
ILMN_1755710		1945
ILMN_1755711		80169
ILMN_1755714		653437
ILMN_1755720		6514
ILMN_1755721		8416
ILMN_1755727		10765
ILMN_1755732		80210
ILMN_1755733		6181
ILMN_1755734		30813
ILMN_1755737		80305
ILMN_1755741		1602
ILMN_1755749		5230
ILMN_1755758		55183
ILMN_1755775		120586
ILMN_1755786		51350
ILMN_1755789		150365
ILMN_1755792		23012
ILMN_1755796		54831
ILMN_1755808		6232
ILMN_1755811		26272
ILMN_1755822		85360
ILMN_1755834		2237
ILMN_1755835		388719
ILMN_1755843		116369
ILMN_1755850		59348
ILMN_1755862		5198
ILMN_1755869		401665
ILMN_1755873		84658
ILMN_1755882		79596
ILMN_1755883		6233
ILMN_1755897		7364
ILMN_1755909		54994
ILMN_1755911		84289
ILMN_1755920		158381
ILMN_1755926		1622
ILMN_1755937		302
ILMN_1755942		338557
ILMN_1755954		22849
ILMN_1755974		230
ILMN_1755983		4775
ILMN_1755990		92270
ILMN_1755992		7352
ILMN_1756006		23130
ILMN_1756022		8336
ILMN_1756038		119765
ILMN_1756041		51003
ILMN_1756043		11169
ILMN_1756049		51559
ILMN_1756052		8715
ILMN_1756070		387755
ILMN_1756071		4240
ILMN_1756079		8936
ILMN_1756086		65123
ILMN_1756093		79921
ILMN_1756102		5991
ILMN_1756104		51574
ILMN_1756125		341567
ILMN_1756126		10273
ILMN_1756131		284837
ILMN_1756146		11152
ILMN_1756152		79157
ILMN_1756162		11340
ILMN_1756165		680
ILMN_1756204		8986
ILMN_1756210		390260
ILMN_1756211		54456
ILMN_1756220		8886
ILMN_1756236		165257
ILMN_1756238		221468
ILMN_1756254		4825
ILMN_1756261		4935
ILMN_1756275		4063
ILMN_1756285		2864
ILMN_1756289		4660
ILMN_1756308		8883
ILMN_1756311		55325
ILMN_1756312		8482
ILMN_1756326		1164
ILMN_1756328		84193
ILMN_1756352		28956
ILMN_1756355		4722
ILMN_1756358		130888
ILMN_1756360		6165
ILMN_1756367		65267
ILMN_1756374		6847
ILMN_1756378		729614
ILMN_1756393		90113
ILMN_1756402		80775
ILMN_1756407		389834
ILMN_1756408		55742
ILMN_1756417		353322
ILMN_1756424		90203
ILMN_1756426		3069
ILMN_1756439		9805
ILMN_1756443		3623
ILMN_1756445		11243
ILMN_1756455		3568
ILMN_1756469		2593
ILMN_1756501		6480
ILMN_1756502		91464
ILMN_1756506		246126
ILMN_1756522		353142
ILMN_1756525		27252
ILMN_1756541		10608
ILMN_1756542		79735
ILMN_1756550		54830
ILMN_1756572		27235
ILMN_1756573		56901
ILMN_1756578		8973
ILMN_1756590		90196
ILMN_1756595		54436
ILMN_1756612		202374
ILMN_1756615		57154
ILMN_1756631		116115
ILMN_1756650		160851
ILMN_1756657		81786
ILMN_1756669		57645
ILMN_1756676		26147
ILMN_1756683		474354
ILMN_1756685		64798
ILMN_1756693		55114
ILMN_1756694		8224
ILMN_1756696		7392
ILMN_1756701		79154
ILMN_1756705		63922
ILMN_1756715		10900
ILMN_1756721		84075
ILMN_1756723		29952
ILMN_1756734		51168
ILMN_1756755		84894
ILMN_1756767		9669
ILMN_1756779		1213
ILMN_1756784		23413
ILMN_1756793		11044
ILMN_1756806		4170
ILMN_1756807		118442
ILMN_1756811		55791
ILMN_1756814		5791
ILMN_1756826		729967
ILMN_1756849		3012
ILMN_1756860		9352
ILMN_1756862		80833
ILMN_1756867		11101
ILMN_1756873		84196
ILMN_1756874		54455
ILMN_1756877		112752
ILMN_1756878		55334
ILMN_1756880		158787
ILMN_1756898		57017
ILMN_1756908		652119
ILMN_1756910		23659
ILMN_1756918		201283
ILMN_1756920		8751
ILMN_1756921		64446
ILMN_1756928		6252
ILMN_1756935		114880
ILMN_1756937		7903
ILMN_1756939		440087
ILMN_1756942		6670
ILMN_1756953		163351
ILMN_1756959		6585
ILMN_1756982		1192
ILMN_1756989		2046
ILMN_1756992		4582
ILMN_1756998		23405
ILMN_1756999		5934
ILMN_1757011		4065
ILMN_1757019		59277
ILMN_1757020		1006
ILMN_1757026		79694
ILMN_1757038		93556
ILMN_1757052		6566
ILMN_1757053		5077
ILMN_1757060		817
ILMN_1757072		2280
ILMN_1757074		2790
ILMN_1757081		6854
ILMN_1757084		128
ILMN_1757085		4926
ILMN_1757099		79949
ILMN_1757106		10299
ILMN_1757114		25770
ILMN_1757119		55539
ILMN_1757129		92162
ILMN_1757130		10000
ILMN_1757132		23137
ILMN_1757134		84769
ILMN_1757137		152641
ILMN_1757142		439916
ILMN_1757143		8525
ILMN_1757152		51438
ILMN_1757164		390148
ILMN_1757165		55716
ILMN_1757180		151790
ILMN_1757183		100192378
ILMN_1757184		3221
ILMN_1757186		170575
ILMN_1757210		91860
ILMN_1757220		219990
ILMN_1757230		58500
ILMN_1757237		8853
ILMN_1757253		116729
ILMN_1757255		1029
ILMN_1757259		283162
ILMN_1757262		9925
ILMN_1757270		1627
ILMN_1757272		55145
ILMN_1757278		3329
ILMN_1757287		5597
ILMN_1757288		55220
ILMN_1757294		339906
ILMN_1757298		55727
ILMN_1757303		56140
ILMN_1757317		51520
ILMN_1757336		84859
ILMN_1757338		57088
ILMN_1757343		8761
ILMN_1757347		23313
ILMN_1757350		1499
ILMN_1757351		6278
ILMN_1757355		26272
ILMN_1757361		4689
ILMN_1757370		6609
ILMN_1757378		5339
ILMN_1757379		611
ILMN_1757380		283796
ILMN_1757387		7345
ILMN_1757388		79629
ILMN_1757391		757
ILMN_1757406		3006
ILMN_1757408		10172
ILMN_1757415		65260
ILMN_1757425		85376
ILMN_1757437		7372
ILMN_1757440		138311
ILMN_1757441		392255
ILMN_1757461		3699
ILMN_1757467		3005
ILMN_1757477		10249
ILMN_1757497		7425
ILMN_1757504		5068
ILMN_1757506		2006
ILMN_1757521		1158
ILMN_1757532		9751
ILMN_1757535		348021
ILMN_1757536		55230
ILMN_1757537		340526
ILMN_1757546		4991
ILMN_1757552		284119
ILMN_1757561		85009
ILMN_1757562		4350
ILMN_1757569		2931
ILMN_1757604		7169
ILMN_1757606		150159
ILMN_1757626		138715
ILMN_1757627		116225
ILMN_1757629		349149
ILMN_1757631		79007
ILMN_1757636		133383
ILMN_1757639		165679
ILMN_1757644		7328
ILMN_1757646		51569
ILMN_1757660		828
ILMN_1757693		339263
ILMN_1757697		55247
ILMN_1757702		7178
ILMN_1757723		64771
ILMN_1757730		55622
ILMN_1757732		734
ILMN_1757736		10265
ILMN_1757742		54764
ILMN_1757747		554235
ILMN_1757749		342933
ILMN_1757754		64426
ILMN_1757757		53345
ILMN_1757769		89869
ILMN_1757781		79685
ILMN_1757785		474344
ILMN_1757794		254065
ILMN_1757795		390036
ILMN_1757807		64850
ILMN_1757825		7773
ILMN_1757827		81552
ILMN_1757837		154313
ILMN_1757838		3082
ILMN_1757845		56907
ILMN_1757847		83638
ILMN_1757867		326343
ILMN_1757872		157285
ILMN_1757877		54985
ILMN_1757882		84988
ILMN_1757896		347527
ILMN_1757900		81856
ILMN_1757910		9026
ILMN_1757914		51398
ILMN_1757915		2543
ILMN_1757928		23233
ILMN_1757956		84759
ILMN_1757958		375611
ILMN_1757978		54891
ILMN_1757995		10038
